ID,采购,供应商,商品,应付总金额,收款金额,未付金额,付款日期
764,8/7采购卡宝三立鸥6弹(2元包),江西小精灵,Sanrio Charaters卡宝三立鸥6弹(2元包),11609760,0,11609760,2025-08-07
763,8/7采购魔卡少女樱月樱诗语第一弹,咸鱼,Sakura ver 1魔卡少女樱月樱诗语第一弹,3002000,0,3002000,2025-08-07
762,8/7采购果卡海贼第二弹《猎龙人．王子宝藏》,咸鱼,One Piece Tìm Kho Báu果卡海贼第二弹《猎龙人．王子宝藏》,9165600,0,9165600,2025-08-07
761,8/7采购[漫森-Manson]航海王最新版艾格赫德篇 收藏卡,咸鱼,One Piece Vàng[漫森-Manson]航海王最新版艾格赫德篇 收藏卡,9165600,0,9165600,2025-08-07
760,8/7采购小恐龙火影一弹20元包,咸鱼,Naruto b?n ?u ??i小恐龙火影一弹20元包,4218000,0,4218000,2025-08-07
759,8/7采购动卡《龙珠第2弹》,咸鱼,Dragon ball ver 2动卡《龙珠第2弹》,7334000,0,7334000,2025-08-07
758,8/7采购YAMI文创鬼灭之刃收藏卡第四弹,咸鱼,Diêt Qu? B?n ?ng TreYAMI文创鬼灭之刃收藏卡第四弹,9158000,0,9158000,2025-08-07
757,8/7采购向楠工作室《鬼灭之刃》高透亚克力水晶砖,咸鱼,Di?t Qu? Th? Th?y Tinh向楠工作室《鬼灭之刃》高透亚克力水晶砖,3230000,0,3230000,2025-08-07
756,8/7采购御卡族鬼灭之刃第一弹,咸鱼,Di?t Qu? Tím御卡族鬼灭之刃第一弹,6080000,0,6080000,2025-08-07
755,8/7采购无限文创 – 鬼灭之刃第二弹《炼狱》,咸鱼,Di?t Qu? Ver 2无限文创 – 鬼灭之刃第二弹《炼狱》,7030000,0,7030000,2025-08-07
754,8/7采购壹格动画海贼撕撕乐,咸鱼,One Piece Xé Xé壹格动画海贼撕撕乐,4826000,0,4826000,2025-08-07
753,8/7采购小樱魔法绘礼,咸鱼,Sakura L? h?i ma pháp小樱魔法绘礼,8025600,0,8025600,2025-08-07
752,8/7采购海贼王2元6弹,咸鱼,One Piece Cu?c chi?n ??nh cao海贼王2元6弹,23712000,0,23712000,2025-08-07
751,8/7采购【琦趣创想航海王】和之国篇,咸鱼,One Piece ?en【琦趣创想航海王】和之国篇,6840000,0,6840000,2025-08-07
750,8/7采购京都社周年怀旧版魔卡少女樱,小白传媒,Sakura Ver 2京都社周年怀旧版魔卡少女樱,5320000,0,5320000,2025-08-07
749,7/24采购柯南演绎包第1弹（5元包）,江西小精灵,Conan V7/canon28柯南演绎包第1弹（5元包）,37699040,0,37699040,2025-07-24
748,7/24采购蜡笔小新派对包第3弹,咸鱼,Shinchan3蜡笔小新派对包第3弹,10260000,0,10260000,2025-07-24
747,7/22采购米奇纪念版收藏卡“奇”遇记（20元包）,咸鱼,Mickey米奇纪念版收藏卡“奇”遇记（20元包）,13497600,0,13497600,2025-07-22
746,7/22采购开往宫崎骏的童话世界,咸鱼,Ghibli开往宫崎骏的童话世界,13680000,0,13680000,2025-07-22
745,7/22采购御卡族鬼灭之刃第一弹,咸鱼,Di?t Qu? Tím御卡族鬼灭之刃第一弹,6916000,0,6916000,2025-07-22
743,7/14采购【琦趣创想航海王】至臻典藏版,咸鱼,Onepiece B?c【琦趣创想航海王】至臻典藏版,11400000,0,11400000,2025-07-14
742,7/14采购【琦趣创想航海王】和之国篇,咸鱼,One Piece ?en【琦趣创想航海王】和之国篇,7600000,0,7600000,2025-07-14
741,7/11采购集卡社魔卡少女樱回忆收藏卡（10元包）,咸鱼,Sakura集卡社魔卡少女樱回忆收藏卡（10元包）,19756200,0,19756200,2025-07-11
740,7/11采购柯南演绎包第1弹（5元包）,江西小精灵,Conan V7/canon28柯南演绎包第1弹（5元包）,93297600,0,93297600,2025-07-11
738,7/5采购柯南演绎包第1弹（5元包）,江西小精灵,Conan V7/canon28柯南演绎包第1弹（5元包）,37319040,0,37319040,2025-07-05
737,7/5采购集卡社迪士尼100周年,杭州奥斯卡,Disney100集卡社迪士尼100周年,7296000,0,7296000,2025-07-05
736,7/5采购《小熊维尼》噗噗治愈陪伴季-踏春篇,杭州奥斯卡,Pooh《小熊维尼》噗噗治愈陪伴季-踏春篇,10640000,0,10640000,2025-07-05
735,7/5采购皮克斯37周年收藏卡,杭州奥斯卡,Pixar皮克斯37周年收藏卡,12160000,0,12160000,2025-07-05
734,7/5采购米奇纪念版收藏卡“奇”遇记（20元包）,杭州奥斯卡,Mickey米奇纪念版收藏卡“奇”遇记（20元包）,9120000,0,9120000,2025-07-05
733,7/5采购迪士尼群星运动会（2元包）,杭州奥斯卡,Disney all star迪士尼群星运动会,18240000,0,18240000,2025-07-05
732,,,,0,0,11195712,2025-06-23
731,6/23采购卡宝七龙珠第一弹,江西小精灵,Songoku卡宝七龙珠第一弹,11381760,0,11381760,2025-06-23
730,6/23采购蜡笔小新派对包第2弹,江西小精灵,Shinchan2蜡笔小新派对包第2弹,11195712,0,11195712,2025-06-23
729,6/22采购迪士尼群星运动会（2元包）,杭州奥斯卡,Disney all star迪士尼群星运动会,7296000,0,7296000,2025-06-22
728,6/19采购集卡社迪士尼100周年,杭州奥斯卡,Disney100集卡社迪士尼100周年,13680000,0,13680000,2025-06-19
727,6/15采购小马宝莉彩虹3弹（5元包）,江西小精灵,Pony小马宝莉彩虹3弹（5元包）,16793568,0,16793568,2025-06-15
726,5/1采购迪士尼欢乐盛典收藏卡,集卡社,Disney L? H?i迪士尼欢乐盛典收藏卡,6384000,0,6384000,2025-05-01
725,5/1采购集卡社迪士尼100周年,集卡社,Disney100集卡社迪士尼100周年,9576000,0,9576000,2025-05-01
724,5/1采购皮克斯37周年收藏卡,集卡社,Pixar皮克斯37周年收藏卡,7113600,0,7113600,2025-05-01
723,5/1采购白日臆想闪烁之路（第1弹）,集卡社,B??m1白日臆想闪烁之路（第1弹）,3496000,0,3496000,2025-05-01
722,5/1采购白日臆想三周年蝴蝶卡（第3弹）,集卡社,B??m3白日臆想三周年蝴蝶卡（第3弹）,3496000,0,3496000,2025-05-01
721,5/1采购集卡社迪士尼100周年,集卡社,Disney100集卡社迪士尼100周年,9576000,0,9576000,2025-05-01
720,4/15采购集卡社星球大战第2弹,集卡社,Starwar集卡社星球大战第2弹,9576000,0,9576000,2025-04-15
719,4/15采购迪士尼欢乐盛典收藏卡,集卡社,Disney L? H?i迪士尼欢乐盛典收藏卡,6384000,0,6384000,2025-04-15
718,4/15采购集卡社迪士尼100周年,集卡社,Disney100集卡社迪士尼100周年,9576000,0,9576000,2025-04-15
717,4/15采购皮克斯37周年收藏卡,集卡社,Pixar皮克斯37周年收藏卡,12448800,0,12448800,2025-04-15
